Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
934922,Teresa,Proctor,F,31/10/1956,46.54,29/03/2023,Hernandez-Blevins,Clothing
402659,Nicholas,Medina,,28/10/1970,69.12,08/04/2023,"Mora, George and Johnson",Restaurant
861541,Linda,Allen,M,21/10/1997,111.67,22/08/2023,"Sanchez, Stevenson and Brooks",Clothing
550856,Hannah,Bishop,M,30/10/1963,332.64,09/08/2023,Scott PLC,Market
733429,Jaime,Ramos,F,24/10/1987,1200.91,14/02/2023,"Higgins, Lawson and Parker",Travel
955820,Amy,Warren,F,30/10/1963,38.94,27/09/2023,Miller LLC,Cosmetic
771900,Thomas,Lane,F,02/11/1949,307.23,06/09/2023,Jones LLC,Market
332955,Jennifer,Duncan,F,29/10/1964,1451.23,28/01/2023,Durham-Dunn,Travel
789887,David,Shaw,F,29/10/1964,262.38,04/05/2023,Ford-Armstrong,Clothing
716595,Tiffany,Brown,F,28/10/1968,140.3,02/07/2023,Walker Inc,Cosmetic
746418,Bryan,Stark,F,28/10/1968,71.69,10/01/2023,Austin-Pierce,Market
559816,Erin,Franco,F,28/10/1971,152.14,02/04/2023,"Williams, Hoover and Scott",Cosmetic
875004,Manuel,Phillips,M,22/10/1995,263.54,08/04/2023,Hill Inc,Clothing
523898,Kristin,Werner,F,25/10/1981,92.17,22/02/2023,Hines-Wade,Cosmetic
530957,Todd,Patrick,M,20/10/2002,89.46,14/08/2023,"Flores, Burton and Brooks",Cosmetic
772414,Victor,Powell,M,01/11/1953,2044.45,21/07/2023,Harvey PLC,Travel
629354,Robin,Baker,M,27/10/1975,542.28,29/09/2023,"Patterson, Alvarez and Elliott",Electronics
890721,Jason,Walker,M,23/10/1989,885.3,19/06/2023,"Orozco, Mcguire and Rosario",Travel
641897,Kathleen,Patrick,M,25/10/1983,97.99,06/10/2023,Evans-Wood,Clothing
564277,Jessica,Berry,F,01/11/1953,147.22,31/07/2023,Gibbs-Williams,Cosmetic
86678,Colleen,Smith,,30/10/1963,2319.18,01/10/2023,White-Rivera,Travel
361869,Rachel,Richardson,M,25/10/1982,97.58,27/04/2023,Juarez-Chapman,Restaurant
278568,Alexis,Ray,M,31/10/1956,119.8,29/06/2023,Roberson and Sons,Cosmetic
635257,Diamond,Smith,M,01/11/1954,72.08,11/07/2023,Thompson Inc,Market
11496,Johnny,Morales,F,24/10/1985,42.4,18/06/2023,"Garza, Baker and Frazier",Restaurant
5463,Nancy,Lynch,M,27/10/1975,101.94,29/06/2023,"Smith, Odonnell and Turner",Cosmetic
832023,Maria,Cobb,M,01/11/1954,202.07,14/03/2023,Brown-Weaver,Clothing
639694,Jeffrey,Bennett,M,20/10/2002,29.84,29/01/2023,Moore-Hawkins,Restaurant
320631,Sally,Herrera,F,28/10/1970,279.35,25/01/2023,Johnson-Bailey,Clothing
910771,Oscar,Silva,,21/10/1997,306.39,11/10/2023,Young Ltd,Market
77945,Calvin,Payne,F,28/10/1971,1800.77,14/10/2023,Brown Group,Travel
219082,Randy,Moss,,23/10/1990,19.12,03/06/2023,Ellis Inc,Cosmetic
610175,Alice,Reeves,F,01/11/1955,213.89,04/05/2023,"Campbell, Peterson and Palmer",Travel
46078,Angelica,Johnson,M,29/10/1967,815.12,23/06/2023,Johnson Group,Electronics
921022,Sarah,Johnson,,26/10/1976,91.98,30/05/2023,White Group,Market
951384,Ricardo,Evans,M,21/10/1998,95.95,03/03/2023,Matthews Ltd,Restaurant
652789,Jacqueline,Lane,M,22/10/1994,213.46,10/01/2023,Bruce LLC,Clothing
511432,Laura,Hall,F,31/10/1959,247.78,25/03/2023,Fleming Group,Clothing
904164,Brian,Mcmahon,F,24/10/1987,189.96,23/01/2023,"Lopez, Vaughn and Livingston",Cosmetic
854344,David,Olson,F,31/10/1958,2494.99,18/06/2023,Wise-Allen,Travel
476043,Tammy,Frazier,M,01/11/1954,484.32,22/04/2023,"Mosley, Flores and Suarez",Electronics
647962,Jason,Martin,,23/10/1988,98.23,29/04/2023,Duncan Group,Clothing
399316,Kimberly,Simmons,M,21/10/1999,992.02,18/06/2023,"Weaver, Moore and Benson",Electronics
558426,David,Garza,F,26/10/1977,368.73,03/10/2023,Carter-Fry,Travel
712191,Charles,Williams,,29/10/1966,19.75,03/04/2023,Murphy Inc,Cosmetic
917394,Johnny,Salazar,M,26/10/1978,75.55,21/03/2023,"Berry, Dickerson and Owen",Cosmetic
580048,Michelle,Harrington,M,27/10/1972,98.85,30/05/2023,Collins LLC,Restaurant
695210,James,Espinoza,F,22/10/1992,871.56,18/08/2023,Hess-Moses,Travel
81036,Tracie,Mitchell,,29/10/1966,71.54,26/08/2023,"Aguilar, Smith and Bryant",Restaurant
955478,Michael,Henry,F,22/10/1993,657.62,29/08/2023,Dominguez Group,Travel
483266,Stephanie,Strickland,F,29/10/1965,796.52,16/08/2023,"Fry, Sampson and Ramirez",Travel
285629,Dylan,Walker,,02/11/1950,262.15,11/04/2023,Ross-Banks,Clothing
462119,Jonathan,Alexander,,21/10/1997,41.61,26/07/2023,Becker Inc,Clothing
981430,Brian,Carlson,F,26/10/1979,786.18,20/06/2023,"Williams, Bridges and Lopez",Travel
638,Thomas,Little,M,26/10/1979,538.38,20/06/2023,"Nelson, Robertson and Kramer",Travel
34677,Christina,Williams,,28/10/1971,109.95,22/01/2023,Tapia Ltd,Clothing
75163,Cynthia,King,,28/10/1968,13.55,15/09/2023,"Campbell, Nguyen and Brown",Restaurant
260339,Eric,Johnson,M,26/10/1976,59.02,17/09/2023,"Wong, Edwards and Stewart",Restaurant
786430,Valerie,Sweeney,F,02/11/1950,96.78,13/03/2023,"Cortez, Richard and Washington",Market
78446,Rachel,Anderson,F,02/11/1948,145.37,13/04/2023,"Holmes, Hodges and Bradshaw",Cosmetic
162488,Hannah,Parks,F,20/10/2001,115.73,28/07/2023,Hancock-Martinez,Cosmetic
590314,Bryan,Patel,F,23/10/1989,1471.64,17/03/2023,Wilson-Conner,Travel
969723,Tina,Vargas,M,26/10/1978,828.92,07/07/2023,Flynn Inc,Electronics
508232,Dwayne,Rios,F,28/10/1968,371.15,28/05/2023,Pratt Group,Market
739786,Ruth,Taylor,M,26/10/1976,80.07,01/01/2023,"Hayes, Warner and Wright",Cosmetic
140046,Alexander,Lopez,M,25/10/1981,30.8,03/04/2023,"Lee, Arnold and Wagner",Cosmetic
636204,Lauren,Juarez,M,20/10/2000,190.93,12/03/2023,"Walters, Lucas and Ramos",Cosmetic
713961,Donald,Chavez,M,21/10/1999,28.52,01/04/2023,Hughes Inc,Restaurant
519891,Joseph,Long,M,02/11/1948,79.51,01/05/2023,Gonzalez-Pearson,Restaurant
443358,David,Rangel,F,27/10/1973,56.17,08/01/2023,"Stephens, Long and Smith",Cosmetic
886246,Zachary,Robinson,F,01/11/1954,22.39,24/04/2023,Parker PLC,Restaurant
256107,Don,Jones,M,01/11/1952,341.55,23/01/2023,Clark-Williams,Market
652878,James,Martinez,F,26/10/1979,75.03,03/03/2023,Little-Williams,Clothing
316303,Frank,Preston,M,27/10/1973,92.64,16/05/2023,Jones PLC,Restaurant
21156,Janet,Dunn,,02/11/1948,380.95,27/09/2023,Thomas Ltd,Market
162156,Garrett,Stevens,F,29/10/1964,251.84,01/09/2023,"Sanders, Edwards and Shea",Electronics
229676,Allison,Miller,M,22/10/1993,159.17,16/09/2023,Salazar and Sons,Electronics
346711,Kelly,Mcdonald,M,25/10/1982,185.8,13/08/2023,"Coleman, Jones and Jackson",Clothing
66829,Cameron,Whitaker,M,27/10/1975,175.48,31/07/2023,Curry LLC,Clothing
950329,Andrew,Howard,M,20/10/2003,40.67,06/04/2023,Wallace Ltd,Restaurant
399597,Angela,Rodriguez,M,22/10/1993,93.62,24/02/2023,Mckee and Sons,Restaurant
841133,Denise,Williams,F,02/11/1951,2044.3,26/03/2023,"Rivers, Jackson and Green",Travel
133278,Robert,Mcdonald,,26/10/1976,226.11,11/04/2023,Stewart Group,Clothing
153498,Kristen,Nichols,F,22/10/1992,1231.61,10/03/2023,Sanchez Group,Travel
264522,Justin,Hernandez,F,29/10/1964,263.19,22/05/2023,"Patton, Barnett and Nash",Market
272409,Danielle,Parker,F,21/10/1999,197.28,12/04/2023,"Williams, Roy and Ayala",Cosmetic
89442,Crystal,Mueller,M,01/11/1954,275.26,12/07/2023,Silva-Stewart,Market
320457,William,Nelson,F,31/10/1957,1488.07,05/01/2023,Williams-Vasquez,Travel
965606,Micheal,Williams,F,25/10/1980,725.61,07/10/2023,Sutton-Terry,Electronics
741320,Laurie,Johnson,F,29/10/1965,26.77,14/01/2023,Lewis Inc,Cosmetic
262511,Alison,Booker,M,26/10/1978,162.76,14/05/2023,"Welch, Walters and Jones",Clothing
688422,Pamela,Dalton,M,27/10/1975,263.65,08/09/2023,Barrera PLC,Clothing
566500,Rodney,Hernandez,M,19/10/2004,21.67,10/10/2023,Yoder-Perez,Cosmetic
686520,Clayton,Brown,M,23/10/1990,243.68,09/03/2023,Mcmillan and Sons,Electronics
112206,Adrienne,Velasquez,F,01/11/1952,656.63,01/05/2023,"King, Chang and Miller",Travel
216950,Michael,Martinez,M,26/10/1979,399.44,23/09/2023,Johnson LLC,Market
664276,Mark,Diaz,F,25/10/1982,85.72,22/06/2023,Walter Ltd,Restaurant
402847,Matthew,Morales,F,21/10/1997,39.89,31/01/2023,Richmond-Ruiz,Restaurant
998903,Manuel,Payne,F,01/11/1953,999.1,01/04/2023,Howell Group,Electronics
283773,Ryan,Robinson,F,29/10/1965,63.39,02/04/2023,Avery-Riggs,Cosmetic
660744,Christine,Hudson,F,01/11/1955,214.58,28/04/2023,Flores-Hines,Clothing
468660,Darryl,Kim,M,19/10/2004,223.05,13/10/2023,Elliott PLC,Clothing
627380,Thomas,Alvarez,M,30/10/1960,2477.03,06/08/2023,Green PLC,Travel
99581,Brittany,Mata,F,22/10/1995,97.38,31/01/2023,Brown-Jenkins,Restaurant
853885,Stephen,Chambers,F,28/10/1970,86.05,25/06/2023,Gutierrez-Weber,Cosmetic
671068,Sean,Riley,M,22/10/1992,97.63,16/08/2023,Nguyen PLC,Cosmetic
505527,Philip,Holt,F,25/10/1981,29.21,25/07/2023,"Curry, Mckinney and Wise",Restaurant
207165,Melissa,Campbell,F,27/10/1972,2336.96,15/06/2023,Cruz PLC,Travel
591985,Denise,Jimenez,M,31/10/1957,444.42,09/01/2023,Thomas-Monroe,Electronics
141373,James,Mason,F,28/10/1971,1913.48,25/04/2023,"Hutchinson, Mckee and Morgan",Travel
539435,David,Rodriguez,M,30/10/1961,550.67,22/06/2023,Walker-Taylor,Travel
25828,Robert,Huber,,02/11/1949,126,23/07/2023,Moore Inc,Cosmetic
349103,Helen,Calhoun,M,02/11/1949,65.66,25/08/2023,Miller LLC,Cosmetic
555944,Amber,Rodriguez,,23/10/1989,193.34,02/07/2023,"Martin, Scott and Jacobs",Clothing
305496,Lisa,Wolfe,F,27/10/1975,418.19,24/07/2023,Tucker-Gibson,Electronics
184957,Jessica,Crane,F,22/10/1995,133.17,26/03/2023,"Chapman, Jefferson and Dawson",Clothing
328564,Stephanie,Mcdonald,F,01/11/1952,95.74,24/02/2023,"Jordan, Pineda and Sanders",Market
930951,Christopher,Bush,,28/10/1970,62.45,25/01/2023,Hernandez LLC,Cosmetic
755736,Michael,Winters,F,20/10/2000,755.81,26/08/2023,Brown Group,Electronics
423555,Jade,Boyd,M,23/10/1991,367.7,02/10/2023,Mendoza-Castro,Market
780794,Meghan,Miller,F,27/10/1975,77.17,24/01/2023,Vaughn-Dennis,Clothing
258607,Kenneth,Singh,M,02/11/1948,49.83,14/03/2023,Sims-Jones,Clothing
220843,Jennifer,Johnson,F,27/10/1974,187.32,08/05/2023,"Ray, Burton and Miller",Cosmetic
849521,Amy,Gonzales,F,20/10/2003,296.01,18/07/2023,Bell-Merritt,Electronics
584904,Nicole,Harrison,,25/10/1983,485.86,10/08/2023,Jacobson Ltd,Market
943214,Leslie,Sutton,F,01/11/1954,175.41,16/05/2023,Webb-Hines,Cosmetic
753266,Kelli,Brown,M,19/10/2005,446.39,12/04/2023,Jordan-Hines,Market
291630,Sheri,Bell,F,20/10/2001,192.56,28/03/2023,Wu-Elliott,Electronics
914033,Nicole,Farmer,M,31/10/1957,162.9,13/09/2023,"Kelly, Turner and Stokes",Cosmetic
169463,Michael,Ramirez,F,28/10/1970,92.41,01/05/2023,Jackson-Crawford,Restaurant
150203,Melissa,Dixon,F,30/10/1961,131.55,05/07/2023,Carroll and Sons,Cosmetic
58732,Amber,Hardin,M,27/10/1974,73.93,11/01/2023,Williams-Lara,Clothing
937384,Eric,Barnes,M,29/10/1964,446.41,16/04/2023,"Patterson, Thompson and Newman",Market
134143,Diana,Thompson,F,27/10/1973,860.43,14/10/2023,Reyes and Sons,Electronics
258696,David,Morris,F,28/10/1970,355.56,28/01/2023,"Atkinson, Meadows and Anderson",Market
574774,Jamie,Riley,M,26/10/1978,223.92,10/08/2023,Woodward-Andersen,Market
212891,Seth,Trevino,M,30/10/1961,43.52,09/10/2023,Green Inc,Restaurant
635557,Zachary,Hanson,F,31/10/1956,128.87,25/01/2023,Daniel-Taylor,Clothing
408984,James,Thomas,M,30/10/1961,258.61,04/05/2023,"Acosta, Rivas and Brown",Travel
765024,Eric,Gutierrez,F,23/10/1991,86.95,16/04/2023,Mills-Henson,Restaurant
73678,Raymond,Sanders,F,02/11/1949,26.69,28/09/2023,Farley-Cannon,Cosmetic
58905,Christina,Mullen,M,26/10/1977,364.96,24/06/2023,Jones PLC,Electronics
600524,Melissa,Anderson,F,01/11/1952,249.99,15/04/2023,"Thomas, Sweeney and Sweeney",Clothing
404834,Terri,Wilkinson,M,20/10/2000,93.19,19/01/2023,"Reynolds, Jackson and Anderson",Clothing
834218,Angelica,Jackson,M,21/10/1996,78.96,26/04/2023,"Gonzalez, Hall and Calderon",Restaurant
559948,David,Oliver,,21/10/1997,356.12,06/09/2023,Hughes-Stanton,Market
540252,Darius,Moore,M,30/10/1963,91.95,18/02/2023,Snyder-Franco,Cosmetic
299061,Kendra,Figueroa,M,31/10/1958,93.15,01/03/2023,Ross-Jimenez,Restaurant
977956,Kristina,Taylor,,21/10/1997,13.08,02/02/2023,"Campbell, Ramirez and Bush",Restaurant
62481,Julia,Bright,F,24/10/1986,587.36,08/08/2023,Wright PLC,Travel
969565,Richard,Rivera,F,01/11/1953,194.86,18/05/2023,"Hurst, Lee and Rasmussen",Clothing
51317,Karen,Young,M,20/10/2002,426.46,08/03/2023,"Thompson, Andrews and Adams",Market
676109,Ruth,Bates,F,23/10/1991,67.34,15/06/2023,Fox Ltd,Cosmetic
921048,Sharon,Dixon,M,20/10/2002,274.5,25/01/2023,"Cooper, Harrell and Lowe",Clothing
563491,Andrea,Norris,M,02/11/1950,219.27,14/01/2023,"Branch, Gonzalez and Morrison",Clothing
576162,Brian,Jackson,F,01/11/1954,69.87,16/03/2023,"Woodard, Martinez and Holland",Clothing
943934,Tammy,Medina,M,31/10/1958,25.65,05/10/2023,Nguyen-Henderson,Cosmetic
322466,Christopher,Rodgers,M,23/10/1988,498.4,08/02/2023,"Espinoza, Flowers and Garza",Travel
968828,Elizabeth,Kerr,M,30/10/1962,380.23,29/08/2023,"Johnson, Patterson and Love",Market
443978,Denise,Smith,M,31/10/1959,1855.23,06/01/2023,Clark Inc,Travel
835699,Tara,Massey,M,29/10/1965,188.05,18/04/2023,"Johnson, Horne and Villegas",Cosmetic
385246,Mark,Cardenas,M,28/10/1969,92.7,05/05/2023,Nelson-Clark,Clothing
148748,Jamie,Hughes,,29/10/1966,62.26,01/06/2023,Figueroa-Leblanc,Restaurant
75476,Bobby,James,M,29/10/1967,99.04,09/06/2023,Rivera-Schwartz,Restaurant
432399,Michael,Bush,F,28/10/1970,326.51,18/04/2023,Caldwell LLC,Market
497898,Justin,Stevenson,F,25/10/1983,2072.92,24/05/2023,"Williams, Smith and Griffith",Travel
160706,Seth,Lane,M,20/10/2001,111.67,07/03/2023,Thornton-Craig,Electronics
496135,Matthew,Carr,F,30/10/1961,307.35,08/05/2023,"Oneill, Johnson and Williams",Electronics
340241,Emily,Dixon,M,01/11/1955,912.24,13/04/2023,Ingram Ltd,Travel
86925,Melinda,Henson,M,23/10/1989,297.08,01/01/2023,Johnson PLC,Clothing
537613,Amber,Stevens,M,24/10/1984,76.97,26/09/2023,"Thompson, Garcia and Bowers",Restaurant
375839,Matthew,Oneill,,31/10/1959,89.32,22/09/2023,Davenport LLC,Cosmetic
974503,Andrew,Thomas,F,27/10/1975,35.97,17/04/2023,Vega-Reilly,Restaurant
448468,Janice,Berry,,21/10/1997,143.63,12/09/2023,Doyle and Sons,Electronics
920807,Katie,Thomas,M,25/10/1981,147.91,03/04/2023,Henry Group,Cosmetic
495644,Melissa,Watts,F,22/10/1993,104.64,29/06/2023,Marsh-West,Cosmetic
576471,Carla,Cooper,M,30/10/1961,60.22,23/07/2023,Newman-Sanchez,Cosmetic
608698,Denise,Moore,M,02/11/1951,144.13,24/08/2023,Mccarthy Ltd,Clothing
294377,Christopher,Contreras,,20/10/2003,48.63,14/06/2023,"Williams, Bird and Salazar",Clothing
920219,James,Barnes,M,26/10/1976,332.79,01/04/2023,Alvarez-Casey,Market
674669,Diana,Holmes,M,21/10/1997,113,16/07/2023,"Chavez, Hall and Woods",Cosmetic
29930,Ivan,Schaefer,M,30/10/1960,2054.88,24/02/2023,"Weber, Ortega and Lynch",Travel
265417,Michael,Hester,F,31/10/1957,75.92,24/01/2023,Kelly Group,Cosmetic
279759,Robin,Murillo,F,01/11/1955,89.36,23/08/2023,Holder Inc,Restaurant
905664,Jacob,Sullivan,F,19/10/2005,931.14,27/05/2023,Lee and Sons,Travel
431346,Cassandra,Allen,F,02/11/1951,1364.3,29/06/2023,"Guzman, Novak and Alvarez",Travel
84488,Shawn,Pope,M,20/10/2002,496.56,18/05/2023,Choi-Garcia,Market
744655,Larry,Williams,M,30/10/1960,276.62,17/04/2023,Patterson Inc,Clothing
263040,William,Brown,,22/10/1992,37.93,01/04/2023,"Mora, Howe and Bell",Clothing
803189,Vickie,Schmidt,M,20/10/2000,51.79,10/05/2023,Morales PLC,Clothing
124609,Carl,Guerrero,F,01/11/1954,163.15,20/01/2023,"Reyes, Small and Bartlett",Cosmetic
301043,Veronica,Lewis,M,01/11/1952,236.3,23/06/2023,"Holmes, Velasquez and Flynn",Market
138883,Brittany,Clayton,F,20/10/2000,713.82,09/01/2023,Lewis and Sons,Electronics
278891,Brandon,Jackson,M,01/11/1954,164.6,23/03/2023,Malone PLC,Cosmetic
961214,Charles,Rhodes,M,31/10/1958,12.29,13/03/2023,"Whitaker, Pope and Cook",Restaurant
764156,Kathleen,Crawford,M,22/10/1992,51.35,08/04/2023,"Johnson, Byrd and Hall",Cosmetic
31786,Tyrone,Schaefer,M,02/11/1951,514.14,02/05/2023,Sanchez-Singh,Electronics
106142,Holly,Garza,F,01/11/1955,241.3,14/02/2023,"Johnson, Johnson and Wood",Market
33397,Victoria,Silva,F,27/10/1973,171.14,23/05/2023,Hernandez Group,Cosmetic
752619,Sheri,Wells,F,02/11/1950,41.54,10/02/2023,Jones PLC,Restaurant
339014,Eric,Hamilton,M,20/10/2001,70.65,21/08/2023,Coleman-Peterson,Clothing
775723,Steven,Clark,M,28/10/1969,2938.59,13/01/2023,"Graham, Steele and Mcclure",Travel
412265,Brandon,Bean,F,24/10/1986,429.89,04/05/2023,"Hunter, Thompson and Ross",Market
740286,Lynn,Walters,F,28/10/1971,76.6,28/07/2023,Cabrera Group,Market
743506,Ross,Campbell,F,26/10/1976,56.56,29/09/2023,Roth-Maldonado,Clothing
60044,David,Schmidt,M,31/10/1958,572.86,28/08/2023,Smith Group,Travel
243429,Bradley,Patel,F,25/10/1982,41.18,04/04/2023,"Dougherty, Tate and Leonard",Cosmetic
434409,Luis,Aguilar,F,20/10/2001,20.84,12/08/2023,Hunt Group,Cosmetic
359902,Austin,Carter,,19/10/2004,50.62,14/06/2023,"Gray, Munoz and Graham",Clothing
269279,John,Watts,M,31/10/1959,1200.92,23/01/2023,Obrien LLC,Travel
961467,Megan,Peterson,M,22/10/1993,465.86,20/04/2023,"Aguilar, Miller and Thompson",Electronics
862762,Caroline,Wheeler,M,20/10/2002,104.15,22/04/2023,Hunter-Rice,Clothing
25306,Andrea,Tucker,M,22/10/1995,165.98,21/06/2023,Wise-Houston,Electronics
493890,Michelle,Young,F,25/10/1983,45.33,18/07/2023,Gibbs Group,Clothing
861277,James,Guerra,M,01/11/1954,82.7,04/01/2023,"Oconnell, King and Hill",Restaurant
319458,Leroy,Lang,M,24/10/1984,254.38,11/07/2023,Wiley Ltd,Electronics
86231,Sheena,Romero,,29/10/1967,54.5,24/08/2023,Rivers Group,Restaurant
428031,Christopher,Wright,F,19/10/2005,1583.19,31/05/2023,Maldonado and Sons,Travel
166618,Marc,Lee,F,02/11/1949,437.35,05/10/2023,Ellis and Sons,Market
989555,Patricia,Nichols,F,26/10/1977,183.6,29/07/2023,"Zimmerman, Moon and Evans",Market
961782,Shelby,Haynes,F,01/11/1954,11.1,28/09/2023,"Hurley, Sweeney and Brooks",Restaurant
780993,Eric,Joseph,F,26/10/1977,37.93,29/01/2023,Gonzalez Ltd,Restaurant
597468,Robert,Allen,F,02/11/1949,141.41,20/01/2023,Chavez PLC,Electronics
170146,Laura,Torres,F,29/10/1967,248.41,10/07/2023,Gonzalez-Benjamin,Market
540739,Craig,Larson,M,23/10/1991,230.27,23/08/2023,Ayers LLC,Market
988034,Richard,Hess,F,31/10/1957,85.57,14/05/2023,Garcia Inc,Restaurant
915145,Todd,Stephens,F,26/10/1976,143.68,02/09/2023,Jackson LLC,Cosmetic
944898,Fred,Collins,M,25/10/1980,75.06,12/07/2023,Schroeder-Ramsey,Market
934774,Bradley,Bishop,M,28/10/1970,123.97,03/03/2023,"Ferrell, Vasquez and Lopez",Cosmetic
372765,Maureen,Thomas,,30/10/1963,278.48,16/08/2023,Flores and Sons,Electronics
70908,Ashley,Walker,F,21/10/1997,165.59,02/06/2023,"Hughes, Kelly and Elliott",Market
634477,Melvin,Martin,M,29/10/1966,21.51,03/06/2023,Montoya Ltd,Clothing
873645,Michael,Horton,,27/10/1975,275.12,05/01/2023,Campbell-Johnston,Market
643153,Amanda,Santos,M,26/10/1979,88.91,14/09/2023,"Frazier, Bryant and Smith",Restaurant
172635,Logan,Walton,M,31/10/1957,756.58,09/03/2023,Simpson Inc,Electronics
185173,Trevor,Mitchell,M,26/10/1978,51.59,27/04/2023,Guzman-Evans,Clothing
843098,Larry,Herring,M,20/10/2001,372.56,12/06/2023,"King, Medina and Edwards",Market
382397,Krystal,Cunningham,F,25/10/1981,49.81,26/03/2023,"Norton, Melendez and Dodson",Restaurant
472217,Jessica,Mendez,F,20/10/2001,83.99,11/06/2023,Molina Group,Restaurant
523612,Nancy,Walters,,24/10/1984,85.94,16/02/2023,"Arnold, Johnson and Castro",Cosmetic
245671,Aaron,Mccarthy,M,31/10/1956,113.13,10/08/2023,Shields Inc,Market
812876,Daniel,Vega,F,23/10/1991,324.9,03/04/2023,Duffy PLC,Market
487105,Travis,Young,F,31/10/1959,10.76,02/09/2023,"Wells, Williams and Schultz",Restaurant
559790,Ann,Waller,F,21/10/1998,845.37,18/02/2023,Moran PLC,Electronics
920172,Adrian,Eaton,M,01/11/1954,146.63,01/06/2023,"Lewis, Johnson and Knapp",Clothing
884864,Catherine,Cooper,M,20/10/2001,62.7,24/06/2023,"Garrison, Quinn and Hernandez",Clothing
368103,Stephanie,Lyons,M,25/10/1982,756.64,16/06/2023,"Johnson, Johnson and Mitchell",Electronics
772504,Emily,Martin,F,20/10/2001,226.66,30/06/2023,Wade and Sons,Market
424837,James,Huynh,M,26/10/1979,75.16,10/01/2023,Nolan and Sons,Clothing
357929,Rachael,Hood,M,26/10/1976,182.45,23/06/2023,"Johns, Espinoza and Scott",Cosmetic
93271,Roger,Lewis,,20/10/2000,141.03,22/06/2023,Sherman-Washington,Clothing
724055,Luis,Thomas,,20/10/2003,993.28,15/04/2023,Ferguson Inc,Electronics
546902,Michelle,Patterson,F,31/10/1959,93.51,21/09/2023,"Watkins, Yoder and Bradley",Clothing
236464,Justin,Wolfe,M,26/10/1977,89.68,03/02/2023,Jacobs-Lynch,Restaurant
627721,Carol,Johnson,F,22/10/1992,41.36,16/08/2023,"Medina, Carpenter and Ruiz",Cosmetic
867344,Robert,Silva,M,29/10/1965,99.63,05/03/2023,"Mendoza, Holt and Harrington",Clothing
364017,Eric,Leonard,F,23/10/1990,637.32,19/08/2023,Hayden-Meyer,Electronics
713105,Jeremy,Hernandez,M,26/10/1976,107.49,19/07/2023,Torres Inc,Cosmetic
665875,Charles,Cooper,M,31/10/1958,24.79,07/06/2023,"Martin, James and Hill",Market
169985,Daniel,Miller,M,21/10/1998,53.44,17/05/2023,"Lozano, Flores and Williams",Cosmetic
923090,Gabriel,Cortez,M,26/10/1979,142.81,23/02/2023,Simon Inc,Cosmetic
504076,Lisa,Marquez,F,26/10/1979,186.86,15/06/2023,Tate-Jackson,Clothing
774009,Paul,Smith,M,24/10/1985,94.62,13/01/2023,"Brady, Harrison and Williams",Cosmetic
116906,Jose,Guerra,M,22/10/1994,357.26,26/08/2023,Branch-Anderson,Market
767121,Jessica,Ford,F,30/10/1961,125.14,13/09/2023,Black-Gordon,Market
979824,Tammy,Decker,M,23/10/1989,2598.11,16/04/2023,"Smith, Goodman and Campos",Travel
932274,Cory,Smith,F,27/10/1973,449.76,08/05/2023,"Thomas, Lopez and Mullins",Market
261868,Austin,Todd,F,24/10/1987,40.95,22/04/2023,Young LLC,Clothing
367949,Jonathan,Hammond,M,26/10/1976,73.28,02/06/2023,"Morgan, Rogers and Jackson",Cosmetic
317971,William,Carter,M,25/10/1982,93.39,14/07/2023,Morrow-Rivera,Clothing
960248,Kimberly,Williams,M,26/10/1978,73.49,23/09/2023,"Perez, Summers and Carter",Clothing
303253,Travis,Smith,F,19/10/2005,181.9,08/02/2023,Smith Ltd,Cosmetic
154136,Oscar,Griffith,M,26/10/1976,334.79,19/04/2023,Davies-Martinez,Market
949408,Susan,Daugherty,M,21/10/1996,62.71,01/10/2023,Martin-Clark,Cosmetic
348735,Christine,Black,F,26/10/1979,590.23,08/05/2023,Edwards-Wyatt,Travel
797556,Laura,Haynes,F,01/11/1955,2418.6,13/02/2023,Perez-Martinez,Travel
317849,Albert,Miller,F,02/11/1950,169.2,21/04/2023,"Lester, Copeland and Maldonado",Cosmetic
270931,Samantha,Costa,F,25/10/1982,5.44,12/04/2023,"Scott, Washington and Ritter",Market
667973,Caleb,Zuniga,M,31/10/1958,195.64,10/10/2023,"Flores, Pierce and Bates",Cosmetic
81454,Donna,Maldonado,M,29/10/1964,66.2,06/03/2023,Burgess LLC,Restaurant
552499,Jessica,Lucas,F,27/10/1974,168.52,13/03/2023,"Torres, Walsh and Heath",Cosmetic
158648,Joel,Jones,F,31/10/1956,94.25,22/01/2023,Smith PLC,Market
629255,Christopher,Cervantes,M,01/11/1953,2825.27,29/03/2023,Hill Inc,Travel
552519,Christine,Patterson,M,19/10/2004,104.03,17/07/2023,Carlson PLC,Cosmetic
184857,Thomas,Jones,F,02/11/1949,57.3,01/10/2023,Rios-Taylor,Restaurant
611599,Barbara,Soto,M,31/10/1958,279.32,26/05/2023,Woodard-Anthony,Electronics
59736,Randall,Martin,M,27/10/1974,910.39,15/01/2023,Roberts and Sons,Electronics
95675,Robin,Harrington,F,30/10/1963,244.68,08/09/2023,"Berger, Johnson and Kelley",Clothing
243132,Kelly,Richards,,21/10/1997,566.38,22/02/2023,Jackson-Fritz,Travel
